input_index,input_x,input_y,polygon_index,tree_top_x,tree_top_y,tree_height,centre_x,centre_y
245,621485.0139737262,7741216.933649854,245,621484.4797534104,7741218.287166122,255.0,621483.7227223454,7741217.101646678
246,621488.1543943558,7741215.413897724,246,621487.3912801767,7741216.356051431,221.0,621487.7288998369,7741215.616282008
247,621490.0307062537,7741213.756231749,247,621491.2535095604,7741214.068423257,231.0,621491.4390383967,7741214.262266516
248,621495.3323143289,7741213.781910406,248,621495.8139111788,7741213.058301726,233.0,621495.6135932558,7741212.899547371
249,621499.3324593703,7741210.850023897,249,621499.9435256738,7741211.795649813,233.0,621499.6256438275,7741211.086928468
250,621504.5334389303,7741209.744212502,250,621502.9144713536,7741208.735575763,227.0,621503.5821230862,7741209.366546708
251,621506.2776951347,7741207.138534699,251,621507.7422580832,7741207.012427269,230.0,621507.2347355287,7741207.744094566
252,621509.6804261644,7741207.335418698,252,621511.3371023558,7741206.759896886,228.0,621511.1485470813,7741206.033432116
253,621513.3645417193,7741204.677547271,253,621515.1102033689,7741203.343309354,202.0,621514.691063142,7741204.477331066
254,621518.5742859432,7741201.594443066,254,621517.7989092092,7741203.046214785,237.0,621518.6282267164,7741202.88212461
255,621522.7513172386,7741200.739115768,255,621522.8198074079,7741202.570863477,236.0,621522.6884166388,7741201.38777228
256,621378.1683185913,7741250.497304043,256,621376.976083988,7741252.051963774,235.0,621377.2407050282,7741251.337061011
257,621380.6355837561,7741249.939131407,257,621380.3035431493,7741250.299105822,221.0,621381.3188797368,7741250.9914827505
258,621384.9482758436,7741250.0946724815,258,621385.8146473853,7741251.517193551,225.0,621385.4080686147,7741250.276527138
259,621390.2523888297,7741250.597928203,259,621390.3601942754,7741249.081018094,217.0,621389.6448608701,7741249.532825442
260,621393.1399891872,7741249.529603649,260,621393.2271568562,7741248.011477649,218.0,621393.6246117833,7741249.010269915
261,621396.8331647319,7741248.8161756545,261,621398.248055055,7741250.180267995,249.0,621397.813710098,7741248.583253571
262,621400.8216058331,7741247.566789187,262,621401.1447270929,7741248.382845859,216.0,621401.9570348291,7741247.578346371
263,621405.1798374787,7741246.496624318,263,621405.2594868593,7741245.352481266,201.0,621405.8126135383,7741246.855605527
264,621410.3670444387,7741247.16303974,264,621410.7260269101,7741246.763680464,223.0,621409.8441167509,7741245.925958572
265,621414.85466265,7741245.490783123,265,621412.657141602,7741245.857542031,215.0,621413.5960761401,7741245.061195861
266,621417.4681899032,7741244.14462776,266,621417.3363810476,7741243.688751685,239.0,621417.7636377536,7741243.930533456
267,621421.2718231903,7741242.110053945,267,621420.8718064065,7741242.574647055,229.0,621421.569561542,7741243.095444297
268,621525.342120083,7741191.571017099,268,621524.5281011739,7741191.726911746,237.0,621525.532069779,7741191.812398984
269,621530.0743403549,7741189.392794799,269,621530.1134790519,7741189.468993029,215.0,621529.2585991726,7741189.961808389
270,621526.6946224842,7741201.103574169,270,621527.3504995697,7741198.931455019,227.0,621526.3328294717,7741199.624808394
271,621531.3541390835,7741198.563298851,271,621530.1283337803,7741197.683657833,224.0,621530.4492798042,7741198.022430493
272,621535.2388417213,7741197.659562065,272,621533.0547152748,7741196.317022821,234.0,621534.161249982,7741196.58595044
273,621538.1406901069,7741195.411375709,273,621536.8872352017,7741194.93553308,204.0,621536.8355475377,7741194.522433749
274,621540.0203376358,7741194.359417294,274,621540.4226605607,7741193.256948771,246.0,621539.5639450155,7741192.8847152805
275,621424.97859764,7741241.122647162,275,621426.2789275437,7741241.891329548,223.0,621425.4319600433,7741241.904174944
276,621429.3102681657,7741242.20017395,276,621429.3538563224,7741240.6880965475,210.0,621429.4826268032,7741241.184665509
277,621433.5503640241,7741241.510127711,277,621433.2309404344,7741241.430832968,241.0,621433.3911982379,7741240.0613645185
278,621438.5619937488,7741238.256822114,278,621437.8804704234,7741238.088519079,223.0,621437.1886576082,7741238.7244864525
279,621440.0091979884,7741236.409921584,279,621439.9601323991,7741238.890674412,201.0,621441.1613228881,7741237.731472038
280,621444.1511907042,7741235.896228272,280,621445.2484157091,7741235.815745634,216.0,621445.0407883461,7741236.915351448
281,621447.683605524,7741235.524353395,281,621449.3037565621,7741234.701641004,201.0,621449.1357759377,7741235.774964601
282,621454.038913635,7741233.26528642,282,621452.764908279,7741235.904874004,212.0,621452.7164622572,7741234.6925489865
283,621456.3254198885,7741234.783491909,283,621455.8695465142,7741233.869776214,226.0,621456.8601661487,7741233.5199141195
284,621460.8410263157,7741233.233044344,284,621460.3705292192,7741231.507874398,209.0,621460.898927424,7741232.601260114
285,621463.966948436,7741231.097052925,285,621465.168606492,7741231.21077983,231.0,621464.6681658771,7741231.260184273
286,621469.8354817473,7741230.372700621,286,621468.0058596162,7741229.190536767,243.0,621468.5613400034,7741230.064735118
287,621473.4420908863,7741228.238308786,287,621473.0416125434,7741229.948127916,238.0,621472.4437203787,7741228.911021903
288,621475.9911866813,7741227.30895286,288,621476.4730548034,7741226.175026903,230.0,621476.3831955694,7741227.614593562
289,621478.7606531208,7741225.119300438,289,621480.2015916316,7741225.016358088,247.0,621480.0391462988,7741226.295360381
290,621486.5346582531,7741222.148916681,290,621486.8862194112,7741223.857689273,210.0,621487.5713453572,7741223.451583801
291,621490.4610050628,7741222.730084239,291,621492.0853743508,7741220.946162506,235.0,621491.6524534939,7741221.969809603
292,621496.6355909846,7741221.187366994,292,621494.699806549,7741220.767905765,230.0,621495.582944988,7741220.369892264
293,621498.9309724042,7741220.176006844,293,621499.6315763774,7741218.03463574,215.0,621499.3215787284,7741218.980960594
294,621503.6992911994,7741217.032732391,294,621503.1670017364,7741218.8070816165,230.0,621503.3747739,7741217.616391328
295,621508.5929022081,7741217.339199644,295,621507.4897277004,7741215.910409579,222.0,621507.2745322242,7741216.384911172
296,621511.2199678844,7741213.981544021,296,621510.416109195,7741215.657879196,189.0,621511.0384742353,7741214.64180298
297,621514.6733829326,7741213.257725419,297,621515.0507844554,7741214.023859072,206.0,621514.5796546104,7741213.290313227
298,621518.6134640287,7741213.022230679,298,621518.8981591107,7741213.147430097,240.0,621518.2299179452,7741211.786976935
299,621523.2960854148,7741211.4264294,299,621521.7651216916,7741209.656568923,235.0,621522.3250920739,7741209.947951554
300,621525.3079171369,7741207.620652965,300,621525.9690098286,7741208.9881061455,235.0,621526.0104292885,7741208.017452162
301,621529.9375745826,7741206.855039435,301,621529.1182122491,7741205.616082799,199.0,621529.5909676842,7741206.167776084
302,621532.6927290704,7741204.031772158,302,621532.8616038057,7741204.605961268,188.0,621533.4752195289,7741204.751052716
303,621535.8129847028,7741204.155069044,303,621537.4368601524,7741202.645137118,230.0,621537.1413636628,7741203.109804038
304,621540.7153524783,7741200.87191907,304,621541.2842348078,7741200.981407538,234.0,621540.7245328772,7741200.98865207
305,621543.198940276,7741198.3620234355,305,621543.9877953765,7741200.342654217,231.0,621544.5053893094,7741199.327173324
306,621546.1090994917,7741197.45060198,306,621547.4786565502,7741197.5648200065,204.0,621546.7271312955,7741197.95848697
307,621548.1371323114,7741196.491951833,307,621549.3354976,7741196.257603907,233.0,621549.4839105842,7741196.529778951
308,621560.4291133194,7741200.270241902,308,621561.0261688499,7741198.292701698,213.0,621560.7425755191,7741199.498787755
309,621555.6051463995,7741201.122328907,309,621555.9755611942,7741201.51617776,227.0,621556.829256669,7741201.5358775
310,621554.724299039,7741204.577829863,310,621552.8560682305,7741202.82339386,218.0,621553.3854625265,7741203.538800642
311,621550.4025201525,7741205.026568896,311,621550.1227982051,7741204.472268713,218.0,621549.9121085237,7741205.333920281
312,621571.9250478119,7741200.7823571,312,621571.9592489515,7741203.001650601,216.0,621570.7322474959,7741202.2601158945
313,621568.4100872689,7741204.091047979,313,621567.0868980367,7741205.200150404,224.0,621567.2169095707,7741204.05518444
314,621563.665015573,7741205.794042956,314,621564.1902259989,7741207.146119824,211.0,621563.9259301558,7741206.269217829
315,621559.3326805648,7741208.535493956,315,621560.9816046647,7741208.973251417,215.0,621560.692092475,7741208.0442623235
316,621558.4863008278,7741209.50663309,316,621556.5548956018,7741210.562707356,207.0,621557.0928998747,7741210.184284835
317,621579.7504771187,7741205.606493284,317,621580.6641197932,7741203.982062675,218.0,621580.6374475665,7741205.324798695
318,621576.1747008306,7741208.039744363,318,621577.2178228047,7741207.9631298855,191.0,621577.4886677932,7741207.616643002
319,621574.9117270281,7741211.042733916,319,621574.2617318532,7741211.275734318,222.0,621574.0811677265,7741209.933971759
320,621569.5122943195,7741210.570634321,320,621571.3947692724,7741212.419548405,197.0,621570.5482788488,7741211.633853174
321,621565.1647211453,7741213.903568524,321,621565.5420062831,7741214.989416419,218.0,621566.5983445526,7741213.854436175
322,621563.4478093153,7741216.989060942,322,621562.8087362577,7741215.167673159,219.0,621563.1456147388,7741215.741494247
323,621545.1419557658,7741207.635157023,323,621545.7406533275,7741207.086700911,225.0,621545.8781127956,7741206.900831124
324,621541.5062918924,7741210.252007826,324,621542.9182549317,7741208.720721033,232.0,621542.4331174602,7741208.796726823
325,621538.8723431815,7741211.720272611,325,621538.313289128,7741211.335153231,211.0,621538.7229999827,7741210.554617854
326,621535.6633848839,7741213.137055433,326,621534.5253333863,7741212.419548405,240.0,621534.9287796593,7741212.308124639
327,621553.8448073599,7741213.21081747,327,621554.2672674285,7741211.320298504,233.0,621553.9106286626,7741211.771925704
328,621586.6270031529,7741210.710861467,328,621586.5911564244,7741210.815237738,219.0,621586.6851931574,7741210.950801976
329,621582.8187096744,7741214.051577965,329,621583.9915789546,7741211.795649813,223.0,621583.881169314,7741212.866567703
330,621580.9573419128,7741214.195430674,330,621581.0800521885,7741215.509331912,231.0,621580.334345688,7741214.764638573
331,621576.0433303752,7741215.798266723,331,621577.2623869899,7741215.316220444,233.0,621576.9501316476,7741216.650749971
332,621573.5042655942,7741219.443996276,332,621574.3508602236,7741219.089321457,215.0,621573.5018867481,7741218.896097636
333,621570.5922728097,7741220.373753825,333,621570.4143571979,7741219.846912605,217.0,621569.7882532711,7741220.618622232
334,621566.6433303867,7741221.357361222,334,621566.9977696663,7741222.654456272,195.0,621566.4853004385,7741222.428847466
335,621530.348580392,7741215.384045328,335,621531.346421509,7741214.870578591,219.0,621531.214431285,7741214.284193876
336,621526.6276934252,7741215.974939632,336,621527.885269792,7741215.969828492,228.0,621527.3481973585,7741215.762264641
337,621523.6529702471,7741216.279845491,337,621522.6861148524,7741217.811814814,228.0,621523.9161477669,7741217.302264193
338,621551.1561486406,7741214.640852434,338,621550.8655346251,7741213.979294887,180.0,621550.3023291737,7741213.654364482
339,621546.5827163106,7741215.941193002,339,621547.6866227477,7741216.326341974,237.0,621546.7414913423,7741215.372283181
340,621542.6549540359,7741217.592440184,340,621542.9628191169,7741216.6382912705,221.0,621543.1917195356,7741216.896192822
341,621539.7709705994,7741217.180166711,341,621540.3038227335,7741219.178449826,191.0,621539.6133534618,7741218.659412069
342,621558.3108959858,7741216.751126393,342,621560.209158788,7741217.232480407,237.0,621559.5044316954,7741217.259171318
343,621554.4159369146,7741218.957091003,343,621555.2773889595,7741220.485665926,228.0,621555.8558095264,7741218.970694665
344,621553.6096257614,7741222.706661904,344,621552.3955716501,7741221.718608383,232.0,621552.1429724585,7741221.264489096
345,621586.5167685713,7741220.491906025,345,621586.8288320787,7741219.3864160245,233.0,621586.9949007303,7741219.440826446
346,621584.6124239893,7741222.434809755,346,621583.7093391151,7741221.035290876,228.0,621584.3788174473,7741220.942952365
347,621580.0322237181,7741223.214166,347,621582.0307548059,7741222.713875186,229.0,621580.8687597611,7741223.224841695
348,621577.6346713413,7741226.686445657,348,621577.3515153603,7741226.011624889,237.0,621577.29866772,7741225.237937868
349,621572.6796061901,7741227.797558693,349,621574.5885358781,7741227.378259903,218.0,621573.5057373954,7741226.930867692
350,621586.1073338515,7741228.388038472,350,621585.9375483749,7741229.457921879,210.0,621586.5615015269,7741228.181190213
351,621584.3516283905,7741230.611146199,351,621583.8727411273,7741230.408624496,193.0,621583.2519014679,7741230.229698994
352,621580.1464651729,7741232.802588882,352,621580.6344103364,7741233.394424904,236.0,621579.5780580976,7741232.2402147
353,621568.5951982797,7741227.349557852,353,621571.0234010624,7741228.952861113,213.0,621570.060137011,7741228.7524710335
354,621566.7719303822,7741230.025791465,354,621566.9086412959,7741230.527462323,191.0,621566.4137240604,7741230.928393487
355,621563.3791986549,7741224.920920144,355,621563.7594388754,7741224.6152804205,197.0,621562.8930176861,7741224.167627252
356,621558.240725392,7741225.048716131,356,621559.6298243804,7741226.531540384,230.0,621559.3998918654,7741226.06581199
357,621555.1108868209,7741227.586566852,357,621556.6291692437,7741227.378259903,225.0,621555.6302153997,7741227.951530374
358,621553.648140761,7741230.962995927,358,621551.8459466994,7741229.249955681,206.0,621552.1967669687,7741229.494770222
359,621549.7659972842,7741224.277815616,359,621547.434092365,7741222.7732941,203.0,621548.3476535043,7741223.089459455
360,621543.797533644,7741223.699497059,360,621546.2457140931,7741224.555861507,227.0,621544.522861179,7741224.649003663
361,621542.2844766745,7741224.949899284,361,621540.8980118695,7741226.249300545,215.0,621541.1738408986,7741226.405819551
362,621537.4345283576,7741227.232855695,362,621536.783252103,7741228.106141594,237.0,621537.2343222898,7741228.342815981
363,621534.7109147534,7741221.612449713,363,621535.7879853002,7741220.307409185,213.0,621535.8917380619,7741220.184464112
364,621532.0536140852,7741221.38267514,364,621532.0445937437,7741221.985993494,225.0,621532.259458455,7741221.62110591
365,621529.225264772,7741224.586675191,365,621528.3903305576,7741223.456611606,215.0,621528.8973934102,7741223.420014706
366,621518.937778899,7741217.524919973,366,621519.5369124318,7741219.14874037,217.0,621519.8806685284,7741218.951104388
367,621516.8968592011,7741222.27087272,367,621515.7341019617,7741220.827324679,206.0,621515.948819682,7741220.817732902
368,621510.8623323804,7741222.922755843,368,621512.391788072,7741222.327652248,222.0,621512.208313007,7741222.5244799135
369,621508.1444704969,7741224.701779826,369,621509.5693896762,7741224.06565547,207.0,621508.4024194503,7741223.750523007
370,621504.635902271,7741224.629273283,370,621504.5187820207,7741224.823246619,220.0,621504.7093536779,7741224.955341463
371,621500.7905769993,7741225.6172472,371,621500.3000391553,7741225.848222878,220.0,621500.8783460527,7741226.556978849
372,621495.7943825165,7741227.318996218,372,621497.715316414,7741229.056844211,207.0,621497.1639072058,7741228.163307842
373,621490.4657813032,7741232.235825015,373,621489.0401550289,7741230.794847434,223.0,621489.6212509942,7741230.751826067
374,621484.946129691,7741232.695035474,374,621486.2029019048,7741232.621979027,223.0,621485.6063776939,7741231.9708121065
375,621523.5607306409,7741225.231589374,375,621524.7360673714,7741224.496442593,191.0,621524.7929980279,7741225.048997462
376,621522.2806245686,7741225.960015398,376,621522.2553277289,7741226.888053866,228.0,621521.257269836,7741226.179548957
377,621517.6646230652,7741226.777835884,377,621516.8333518633,7741228.492364532,232.0,621517.8637798495,7741228.060943093
378,621513.6225494015,7741230.139387255,378,621514.070372381,7741230.334350854,206.0,621514.1933640944,7741229.807969925
379,621482.8177487563,7741232.252592221,379,621480.513540928,7741233.305296535,230.0,621481.6339983419,7741233.33726216
380,621510.6700450295,7741231.926904177,380,621510.9211699605,7741231.923806793,219.0,621510.4090483072,7741231.390810191
381,621507.7258200985,7741234.221900108,381,621506.3756230705,7741232.250610818,215.0,621506.4790213604,7741232.8072288735
382,621501.5468392033,7741233.219610721,382,621503.8800286994,7741234.8204788305,224.0,621502.951119999,7741234.281654367
383,621534.070896308,7741229.049543706,383,621532.3416883117,7741229.606469163,220.0,621533.5172053252,7741230.02419307
384,621530.8834402803,7741230.979178434,384,621530.5442661754,7741230.943394719,230.0,621529.5392814898,7741231.836021283
385,621476.7449965416,7741235.478003354,385,621477.8545445447,7741233.424134362,217.0,621477.7258248754,7741234.723586925
386,621474.6040167517,7741235.984333352,386,621473.2198692842,7741234.894752474,231.0,621474.1135532433,7741236.040968957
387,621574.723958607,7741233.118886925,387,621575.554093224,7741232.904218867,221.0,621575.9194060348,7741233.887903632
388,621572.5510460661,7741237.147164483,388,621573.7269616309,7741235.994002374,225.0,621572.4599376037,7741235.901129128
389,621586.0214025648,7741237.960042095,389,621586.8436868072,7741236.2910969425,231.0,621586.2180468523,7741236.814029989
390,621471.7402365569,7741237.782889325,390,621471.3184640491,7741238.415323103,247.0,621470.2919756263,7741237.256773279
391,621466.440177365,7741237.53013497,391,621467.0254475418,7741239.692829746,208.0,621466.6287218278,7741238.667879281
392,621462.388389377,7741239.777522129,392,621462.3313533678,7741240.524694536,213.0,621462.4184091999,7741240.3055970315
393,621458.3733643439,7741241.449058627,393,621459.6129380708,7741241.594234981,211.0,621458.5457637588,7741241.206679972
394,621454.0363637483,7741241.649219686,394,621454.3098000324,7741241.742782264,225.0,621454.7178951903,7741242.089212066
395,621451.74336235,7741242.377943036,395,621451.1754523403,7741243.659042228,210.0,621450.8407446694,7741243.349651166
396,621446.6035683588,7741245.365513126,396,621446.6893243638,7741244.431488104,197.0,621446.909589692,7741244.226537053
397,621442.7580078368,7741246.46128032,397,621443.9857637952,7741245.560447464,221.0,621442.8763524697,7741245.026349727
398,621498.162464822,7741235.298562533,398,621497.8935731547,7741235.682053078,241.0,621499.036524798,7741235.735127832
399,621495.1304563555,7741235.998422423,399,621495.6356544382,7741238.4598872885,209.0,621495.4996821724,7741237.172885683
400,621493.007448153,7741238.2798159,400,621491.2683642888,7741237.568603585,211.0,621491.8903414647,7741238.450880054
401,621486.6038744799,7741240.646193127,401,621488.0894524115,7741240.747515462,222.0,621487.9781338058,7741239.657069939
402,621485.8299728492,7741241.771953884,402,621484.9848141761,7741240.940626931,226.0,621484.4236102761,7741241.138996991
403,621476.3946250326,7741242.392745127,403,621476.4433453467,7741242.6043565115,215.0,621476.3245741943,7741243.21089786
404,621526.8849773504,7741233.666116702,404,621526.429506409,7741232.072354077,240.0,621525.8065585183,7741233.533220209
405,621522.4916668457,7741233.658388066,405,621523.5773985564,7741235.815745633,215.0,621522.1177441962,7741234.835575268
406,621547.1841378185,7741232.545039578,406,621548.6521800937,7741231.923806793,227.0,621548.673059407,7741231.190773877
407,621544.1439206251,7741233.865593898,407,621545.7406533274,7741234.048032954,234.0,621545.0410466985,7741233.160714488
408,621540.4482486502,7741233.454303043,408,621540.8534476842,7741234.330272794,232.0,621541.3964052252,7741234.664942932
409,621538.8476374241,7741235.124342157,409,621536.931799387,7741235.919728733,222.0,621537.704982349,7741235.904665502
410,621519.466146127,7741235.323947318,410,621519.1209800368,7741237.776569782,197.0,621518.540526402,7741236.800962468
411,621515.4515099224,7741238.133737186,411,621513.7287136279,7741237.910262338,194.0,621514.3754106384,7741238.081523013
412,621510.5485479478,7741238.949917906,412,621510.3566902814,7741239.9305054,226.0,621510.7353193988,7741239.485247346
413,621507.9535307143,7741239.535060173,413,621506.9698122063,7741241.668508623,211.0,621506.9376005275,7741240.91074822
414,621501.5743925984,7741242.058263833,414,621503.3601132055,7741241.534816068,216.0,621502.8099774378,7741242.21403523
415,621498.7717220979,7741244.342942405,415,621498.8591305006,7741244.119538808,224.0,621498.9441872966,7741243.885606041
416,621473.0648665561,7741245.842623996,416,621472.1057646542,7741244.9662583275,205.0,621472.7367475434,7741244.597051699
417,621440.0830650752,7741245.454372198,417,621439.8115851152,7741246.4962953525,208.0,621439.0440211315,7741246.22178562
418,621435.0214474734,7741246.527633366,418,621435.1026362127,7741247.07562976,210.0,621434.858866255,7741246.98923077
419,621431.550577223,7741247.625953247,419,621431.4483730266,7741247.565835796,220.0,621431.3172489823,7741248.348778783
420,621425.9487235595,7741248.595339703,420,621427.0365186922,7741249.318693749,220.0,621427.2189398424,7741249.406969941
421,621424.1897516648,7741251.148858421,421,621422.8177758268,7741250.388234193,217.0,621423.3989654987,7741250.160914625
422,621418.4208888902,7741251.471897601,422,621420.2776172706,7741251.769723934,217.0,621419.5646631733,7741250.963604727
423,621414.309307571,7741252.139120246,423,621415.7320703806,7741252.007399588,206.0,621415.8030274905,7741251.775685127
424,621372.5077915424,7741250.973847613,424,621372.9801620486,7741252.096527958,206.0,621373.3940101818,7741251.820616122
425,621370.1525407945,7741253.001532936,425,621368.4049057018,7741251.71030502,209.0,621368.9173606224,7741252.072327918
426,621412.8268350392,7741251.039236794,426,621411.2459424041,7741252.245075243,199.0,621411.6185335375,7741252.059920846
427,621470.090399901,7741244.663340767,427,621467.812748147,7741246.258619698,229.0,621468.7477481002,7741245.710923429
428,621464.142790979,7741246.502574046,428,621464.0396471337,7741246.867663562,231.0,621464.7517416279,7741247.09184521
429,621461.1437777502,7741249.375676422,429,621460.1328535648,7741248.620521513,205.0,621460.6633671635,7741248.331076789
430,621455.4858327204,7741248.118224732,430,621457.0133606009,7741248.783923526,225.0,621456.9838691693,7741249.48283175
431,621454.1247659454,7741249.220271948,431,621452.7351988222,7741251.740014477,232.0,621452.9336201446,7741250.326147992
432,621447.6949208995,7741251.139132816,432,621449.675124772,7741250.923004416,194.0,621449.1352354678,7741251.41240023
433,621445.6609926387,7741250.71879604,433,621444.8621927708,7741251.606321922,194.0,621445.388275395,7741251.896746045
434,621535.033288563,7741236.558377014,434,621534.0499820776,7741237.449765758,225.0,621534.3066434477,7741237.906590348
435,621531.9555761787,7741238.929970556,435,621531.8217728178,7741240.569258721,234.0,621530.6235183812,7741239.367190368
436,621526.1971609156,7741239.722190211,436,621527.3504995697,7741242.084441018,208.0,621527.1808761618,7741240.981789594
437,621563.8235592274,7741231.798315543,437,621562.7344626158,7741232.265465546,240.0,621562.9198738458,7741232.979841139
438,621558.6998515552,7741234.428683552,438,621559.3030203556,7741235.622634164,199.0,621559.4806868294,7741234.688467118
439,621557.1430860647,7741236.630631127,439,621554.9505849347,7741235.919728733,234.0,621555.9679756915,7741236.497782601
440,621552.3129529846,7741237.830305492,440,621552.2618790946,7741238.742127128,229.0,621552.26979263,7741238.303800919
441,621548.5777505336,7741239.454724506,441,621548.9938388468,7741241.178302585,193.0,621548.5531849652,7741239.976391874
442,621545.6327648847,7741242.668254618,442,621545.3395756608,7741242.322116672,217.0,621544.9586908893,7741241.770608308
443,621541.837281278,7741241.968509718,443,621541.2693800795,7741244.253231364,220.0,621541.3004993618,7741243.052019837
444,621536.7707674139,7741245.831906871,444,621538.313289128,7741243.956136796,236.0,621537.4523195322,7741244.644086587
445,621570.2349770936,7741236.516237162,445,621569.1219958273,7741236.825867165,215.0,621568.9846175059,7741237.761262628
446,621564.354418088,7741239.32749258,446,621564.5170300237,7741240.287018882,219.0,621565.4813731213,7741239.719508899
447,621562.6568300693,7741240.349086295,447,621561.1301519488,7741242.084441018,236.0,621561.821680534,7741241.582006814
448,621559.2507777959,7741242.415717162,448,621559.0356352445,7741243.956136797,215.0,621558.3106610621,7741243.244441137
449,621555.0707541942,7741245.780669047,449,621554.9060207495,7741243.926427339,216.0,621554.6083764125,7741245.294195133
450,621550.3072927025,7741247.209868489,450,621550.0930887484,7741246.110072414,222.0,621550.6030262512,7741246.995355523
451,621546.1506651181,7741248.503462276,451,621547.3598187229,7741247.90749455,222.0,621547.012577505,7741248.649161741
452,621581.7118702901,7741239.399079195,452,621583.337970905,7741239.737393931,234.0,621582.8241920816,7741238.874364885
453,621577.8423754,7741240.791427705,453,621579.5203057065,7741240.108762141,213.0,621579.2523569238,7741240.907406336
454,621575.4141172379,7741242.533166309,454,621576.5790694836,7741242.470663956,230.0,621575.6388226664,7741242.600678268
455,621570.6710366188,7741243.486992817,455,621571.4096240008,7741243.243109833,214.0,621571.9840582155,7741244.443221265
456,621494.8216381462,7741245.931844102,456,621493.9273606722,7741245.902106216,187.0,621495.2247920774,7741245.180278356
457,621490.905694492,7741246.227037389,457,621491.7437155975,7741247.343014871,205.0,621491.3453259091,7741246.843863889
458,621488.7154155188,7741246.684320909,458,621487.2427328927,7741247.684673624,218.0,621487.3495430078,7741248.13693942
459,621484.3170183757,7741248.057236102,459,621482.5932029039,7741249.066163365,210.0,621483.222400344,7741249.41097339
460,621480.2282209566,7741251.142133496,460,621479.3400173846,7741249.48209576,225.0,621479.5736159357,7741250.538497785
461,621475.5660550504,7741251.297729624,461,621474.6459232105,7741252.096527958,231.0,621475.7373782006,7741251.780631144
462,621522.4084294003,7741241.152538921,462,621524.3052802479,7741240.747515461,201.0,621523.4480337613,7741242.319240319
463,621520.4947824981,7741243.068858311,463,621519.8340069999,7741244.7137279445,230.0,621519.6384992021,7741243.730869379
464,621515.0685907397,7741243.8780496605,464,621515.481571579,7741243.6441875,231.0,621516.1050835076,7741244.8695286
465,621512.2786483632,7741246.588933252,465,621513.0453961216,7741247.090484488,190.0,621512.7000082984,7741246.492474083
466,621509.4766469201,7741247.567716557,466,621509.3465687503,7741248.0263323765,224.0,621509.006118502,7741247.856986395
467,621504.8739123377,7741250.070720513,467,621505.6328866505,7741248.679940428,199.0,621505.2421692433,7741249.514902731
468,621502.6805228164,7741251.20552142,468,621502.11231602,7741250.328815279,228.0,621501.6862792362,7741250.897553114
469,621497.4752947582,7741250.892556884,469,621497.5519144016,7741251.205244254,196.0,621497.9641124296,7741251.820297365
470,621534.6654566734,7741246.567323956,470,621534.0499820776,7741246.184346057,221.0,621533.763518879,7741246.282643478
471,621583.3334468498,7741247.031080618,471,621585.1353930413,7741245.337626537,215.0,621584.6618051045,7741245.829223296
472,621581.4199183529,7741246.492582395,472,621580.1590590277,7741248.561102599,225.0,621580.9198946335,7741247.78767374
473,621576.9984107963,7741251.051876392,473,621576.9652924219,7741250.165413266,201.0,621577.295313584,7741249.76369635
474,621569.6564109297,7741246.5367199965,474,621568.4683877777,7741246.184346056,220.0,621568.5081467578,7741246.275400067
475,621565.9754110009,7741248.188935095,475,621564.9478171471,7741248.4571195,214.0,621564.6980783384,7741248.015801394
476,621529.833246789,7741246.607259706,476,621530.380864163,7741247.996622921,193.0,621529.8740483839,7741247.629190903
477,621525.8057963778,7741248.914446172,477,621524.8846146555,7741248.709649884,227.0,621526.1405787985,7741249.016445334
478,621522.1650190864,7741249.966106999,478,621521.4086082102,7741250.566490933,221.0,621522.5523966422,7741250.596424394
479,621544.5224105407,7741250.90038782,479,621543.3490420552,7741250.031720711,230.0,621543.4556425288,7741250.017700655
480,621539.1535530973,7741251.115994015,480,621539.1600086468,7741251.591467193,233.0,621539.4087492509,7741251.457928356
481,621561.4373582081,7741248.187269048,481,621561.6055032575,7741250.343670008,235.0,621561.3150865203,7741249.676201737
482,621558.6485088887,7741251.670296467,482,621558.382027195,7741251.90341649,219.0,621557.8060438192,7741251.44189166
483,621574.3881509696,7741250.464002565,483,621573.6081238037,7741251.933125947,194.0,621573.6235433541,7741251.707151899
